id,repeat_id,correctness,style,response_time,model_name,temperature,difficulty
2,1,0.5,0.5,0.9449849469321114,llama3.2:3b,0.3,hard
1,2,0.5,0.5,0.926101633480617,llama3.2:3b,0.3,hard
3,1,0.0,0.5,0.8890743425914219,llama3.2:3b,0.3,easy
1,3,0.5,0.5,0.9267207554408482,llama3.2:3b,0.3,hard
1,1,0.5,0.5,0.38299039431980675,llama3.2:3b,0.3,hard
2,3,0.5,0.5,0.9363634756633213,llama3.2:3b,0.3,hard
3,3,0.5,0.5,0.9114561591829572,llama3.2:3b,0.3,easy
4,3,0.0,0.5,0.9554329599652972,llama3.2:3b,0.3,easy
2,2,0.5,0.5,0.9360237802777972,llama3.2:3b,0.3,hard
4,1,0.5,0.5,0.9206040246146066,llama3.2:3b,0.3,easy
3,2,0.0,1.0,0.8978051458086286,llama3.2:3b,0.3,easy
4,2,0.5,0.5,0.9297643048422677,llama3.2:3b,0.3,easy
5,1,0.5,0.5,0.940798316683088,llama3.2:3b,0.3,medium
6,2,0.0,0.5,0.9306227139064244,llama3.2:3b,0.3,medium
6,1,0.0,0.5,0.9294506992612567,llama3.2:3b,0.3,medium
6,3,0.0,0.5,0.9209173747471401,llama3.2:3b,0.3,medium
7,1,0.5,0.5,0.9095866509846279,llama3.2:3b,0.3,easy
5,2,0.5,0.5,0.9389314310891288,llama3.2:3b,0.3,medium
7,2,0.5,0.5,0.9204321929386684,llama3.2:3b,0.3,easy
7,3,0.5,0.5,0.912286605153765,llama3.2:3b,0.3,easy
5,3,0.5,0.5,0.9313003846577236,llama3.2:3b,0.3,medium
8,2,1.0,0.5,0.9048574481691632,llama3.2:3b,0.3,easy
8,3,1.0,0.5,0.9203560522624424,llama3.2:3b,0.3,easy
8,1,1.0,0.5,0.9106314352580479,llama3.2:3b,0.3,easy
10,2,0.0,0.5,0.8809731347220284,llama3.2:3b,0.3,medium
10,1,0.0,0.5,0.8910260030201503,llama3.2:3b,0.3,medium
9,1,1.0,0.5,0.9110114574432373,llama3.2:3b,0.3,medium
10,3,0.5,0.5,0.8698783431734358,llama3.2:3b,0.3,medium
9,2,0.0,0.5,0.9158611297607422,llama3.2:3b,0.3,medium
9,3,1.0,0.5,0.9214199100221906,llama3.2:3b,0.3,medium
11,1,0.5,0.5,0.8977573428835187,llama3.2:3b,0.3,easy
11,2,0.5,0.5,0.8858727216720581,llama3.2:3b,0.3,easy
12,3,1.0,0.5,0.8978379794529506,llama3.2:3b,0.3,easy
13,2,0.0,0.5,0.9299157006399972,llama3.2:3b,0.3,hard
11,3,0.5,0.5,0.8756404433931623,llama3.2:3b,0.3,easy
12,1,1.0,0.5,0.9174549068723407,llama3.2:3b,0.3,easy
14,1,1.0,0.5,0.9042695590427944,llama3.2:3b,0.3,hard
13,1,0.0,1.0,0.884671688079834,llama3.2:3b,0.3,hard
13,3,0.0,1.0,0.8989444289888654,llama3.2:3b,0.3,hard
15,1,0.0,0.5,0.9046155384608677,llama3.2:3b,0.3,medium
15,2,0.0,0.5,0.9059768915176392,llama3.2:3b,0.3,medium
12,2,0.5,0.5,0.9031948872974941,llama3.2:3b,0.3,easy
15,3,1.0,0.5,0.8993409701756069,llama3.2:3b,0.3,medium
14,2,0.5,1.0,0.9086262839181083,llama3.2:3b,0.3,hard
14,3,1.0,1.0,0.9016000543321881,llama3.2:3b,0.3,hard
16,2,1.0,0.5,0.946376987865993,llama3.2:3b,0.3,medium
16,1,0.5,0.5,0.9384333065577916,llama3.2:3b,0.3,medium
17,2,0.0,1.0,0.9124317850385394,llama3.2:3b,0.3,hard
16,3,0.5,0.5,0.9413915702274868,llama3.2:3b,0.3,medium
17,3,0.0,1.0,0.8984539679118565,llama3.2:3b,0.3,hard
18,1,0.5,0.5,0.9489966460636684,llama3.2:3b,0.3,hard
17,1,0.0,1.0,0.889357498713902,llama3.2:3b,0.3,hard
18,3,0.5,0.5,0.9350366592407227,llama3.2:3b,0.3,hard
18,2,1.0,0.5,0.9322077206202916,llama3.2:3b,0.3,hard
