id,repeat_id,correctness,style,response_time,model_name,temperature,difficulty
3,2,0.0,0.5,0.6544532094682967,granite3.2:2b,0.3,easy
4,2,1.0,0.5,0.6700041123798915,granite3.2:2b,0.3,easy
2,1,0.0,1.0,0.7231902224676949,granite3.2:2b,0.3,hard
2,2,0.0,1.0,0.697224565914699,granite3.2:2b,0.3,hard
3,1,0.0,1.0,0.6514512130192348,granite3.2:2b,0.3,easy
1,1,0.0,0.5,0.649020756993975,granite3.2:2b,0.3,hard
4,1,1.0,1.0,0.6584300483976091,granite3.2:2b,0.3,easy
1,2,1.0,0.5,0.8049577133996146,granite3.2:2b,0.3,hard
5,1,1.0,1.0,0.7288264717374529,granite3.2:2b,0.3,medium
6,2,1.0,0.5,0.7338930027825492,granite3.2:2b,0.3,medium
6,1,1.0,1.0,0.733560459954398,granite3.2:2b,0.3,medium
5,2,1.0,1.0,0.7240498406546456,granite3.2:2b,0.3,medium
8,1,0.0,1.0,0.6136347566332137,granite3.2:2b,0.3,easy
8,2,0.0,1.0,0.6082436527524675,granite3.2:2b,0.3,easy
9,1,1.0,0.5,0.5685509613582066,granite3.2:2b,0.3,medium
7,1,0.0,0.5,0.7920417274747575,granite3.2:2b,0.3,easy
7,2,0.0,0.5,0.6254479544503349,granite3.2:2b,0.3,easy
11,1,0.5,1.0,0.5411779710224697,granite3.2:2b,0.3,easy
10,1,1.0,0.5,0.5698614461081368,granite3.2:2b,0.3,medium
9,2,1.0,1.0,0.5779104232788086,granite3.2:2b,0.3,medium
12,2,0.0,1.0,0.6559555871146066,granite3.2:2b,0.3,easy
11,2,1.0,1.0,0.5226668800626482,granite3.2:2b,0.3,easy
12,1,0.0,1.0,0.6556599310466221,granite3.2:2b,0.3,easy
10,2,1.0,1.0,0.5789926392691476,granite3.2:2b,0.3,medium
13,2,0.5,0.5,0.7863164799554008,granite3.2:2b,0.3,hard
13,1,1.0,1.0,0.7523924282618931,granite3.2:2b,0.3,hard
15,1,1.0,1.0,0.7584260531834194,granite3.2:2b,0.3,medium
14,1,0.0,1.0,0.6523303815296718,granite3.2:2b,0.3,hard
15,2,1.0,1.0,0.6562848772321428,granite3.2:2b,0.3,medium
14,2,0.0,1.0,0.6502859081540788,granite3.2:2b,0.3,hard
16,1,1.0,0.5,0.6828947407858712,granite3.2:2b,0.3,medium
16,2,1.0,1.0,0.6782874890736171,granite3.2:2b,0.3,medium
17,1,1.0,1.0,0.5512007645198277,granite3.2:2b,0.3,hard
17,2,1.0,1.0,0.5263540404183524,granite3.2:2b,0.3,hard
18,2,1.0,1.0,0.6346504177365984,granite3.2:2b,0.3,hard
18,1,1.0,1.0,0.6346982717514038,granite3.2:2b,0.3,hard
